FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL01006,DXBLHR145,DXB,LHR,2024-08-14,443,B777,350,250,12881993.23,463827.54
FL01007,LAXJFK190,LAX,JFK,2024-03-03,325,B777,350,230,1367747.19,439240.04
FL01008,DXBBOM181,DXB,BOM,2024-06-23,175,B737,162,121,2058173.14,162098.49
FL01009,ATLORD193,ATL,ORD,2024-05-05,158,B737,162,157,727540.19,155751.47
FL01010,SEASFO967,SEA,SFO,2024-07-28,101,A320,180,154,660930.63,163772.9
FL01011,MIABOS172,MIA,BOS,2024-01-06,184,A320,180,173,739651.65,173713.65
FL01012,SYDSIN316,SYD,SIN,2024-02-01,510,B777,350,188,9373549.88,484618.15
FL01013,BLRDEL424,BLR,DEL,2024-12-04,172,B777,350,350,1385868.47,373342.17
FL01014,LHRBOM617,LHR,BOM,2024-06-09,564,A380,555,380,24938485.7,809220.99
FL01015,SFOHKG814,SFO,HKG,2024-11-25,709,B777,350,284,15630003.23,580027.28
FL01016,ORDATL400,ORD,ATL,2024-11-28,143,B737,162,112,127732.76,155054.13
FL01017,DFWDEN334,DFW,DEN,2024-03-05,121,B737,162,111,66137.23,153789.15
FL01018,DXBDEL706,DXB,DEL,2024-11-21,192,A320,180,113,1700778.99,177201.26
FL01019,DXBBOM181,DXB,BOM,2024-08-04,182,B737,162,96,568565.28,160524.96
FL01020,DELDXB146,DEL,DXB,2024-01-25,185,A320,180,180,3962813.41,177084.7
FL01021,BOSMIA977,BOS,MIA,2024-04-30,192,A320,180,174,852967.58,176690.62
FL01022,LAXNRT573,LAX,NRT,2024-10-31,694,B777,350,266,14455703.31,584432.77
FL01023,NRTLAX296,NRT,LAX,2024-07-12,700,B777,350,223,8550194.91,571889.69
FL01024,ATLORD193,ATL,ORD,2024-03-16,137,A320,180,139,103276.42,166523.04
FL01025,LASPHX403,LAS,PHX,2024-02-09,65,A320,180,123,518907.43,155513.02
FL01026,SINMAA969,SIN,MAA,2024-09-12,298,B737,162,157,3105143.2,181458.66
FL01027,SFOSEA804,SFO,SEA,2024-03-14,117,B737,162,109,106178.43,153381.2
FL01028,SINMAA969,SIN,MAA,2024-12-21,286,B777,350,330,21346538.5,425452.59
FL01029,DELKTM414,DEL,KTM,2024-11-04,118,B777,350,231,6530414.46,349682.27
FL01030,HYDDEL202,HYD,DEL,2024-06-05,117,A320,180,144,119006.61,166110.97
FL01031,DELJFK372,DEL,JFK,2024-01-25,590,B777,350,305,15153872.09,512192.61
FL01032,PHXLAS165,PHX,LAS,2024-10-07,71,A320,180,175,827325.72,155577.73
FL01033,MIABOS172,MIA,BOS,2024-07-12,188,B777,350,275,1929010.24,380624.26
FL01034,JFKLHR189,JFK,LHR,2024-08-18,454,B777,350,212,10189164.99,462656.0
FL01035,LAXNRT573,LAX,NRT,2024-07-17,690,A380,555,379,11831236.86,917368.64
FL01036,LHRDXB596,LHR,DXB,2024-02-15,454,B777,350,258,10788213.37,737410.58
FL01037,GOIBOM673,GOI,BOM,2024-03-04,77,A320,180,99,501025.27,155503.7
FL01038,BLRDEL424,BLR,DEL,2024-09-24,167,B777,350,275,2479628.24,365137.24
FL01039,CCUBOM220,CCU,BOM,2024-05-20,157,B777,350,272,2457507.43,370602.13
FL01040,MAADEL655,MAA,DEL,2024-11-06,162,B737,162,134,75035.35,161401.45
FL01041,SEASFO967,SEA,SFO,2024-01-13,104,A320,180,158,771554.46,162135.21
FL01042,BOMLHR621,BOM,LHR,2024-03-14,581,B777,350,264,8507932.79,543670.41
FL01043,BOMCCU689,BOM,CCU,2024-06-15,147,A320,180,172,74786.57,168250.13
FL01044,SFOSEA804,SFO,SEA,2024-05-12,125,B737,162,162,615651.59,151356.48
FL01045,BLRFRA643,BLR,FRA,2024-09-09,600,B777,350,279,16567756.7,524126.96
FL01046,BOSMIA977,BOS,MIA,2024-02-03,180,B737,162,105,72505.78,164426.24
FL01047,LHRBOM617,LHR,BOM,2024-12-11,578,A380,555,342,30435463.24,780550.73
FL01048,SFOSEA804,SFO,SEA,2024-11-21,106,A320,180,161,605261.95,163363.85
FL01049,DELJFK372,DEL,JFK,2024-08-04,586,B777,350,257,8067370.72,540502.96
FL01050,BOMGOI330,BOM,GOI,2024-03-26,74,B737,162,77,64077.86,145106.08
FL01051,DFWDEN334,DFW,DEN,2024-11-19,129,B777,350,320,2058082.37,352428.57
FL01052,DELSIN670,DEL,SIN,2024-02-15,448,B777,350,197,6282817.31,760134.18
FL01053,CCUDAC142,CCU,DAC,2024-11-08,66,A320,180,162,1520866.35,154653.56
FL01054,DELAMD347,DEL,AMD,2024-12-28,103,B777,350,297,3342565.89,345393.13
FL01055,BLRFRA643,BLR,FRA,2024-12-20,590,B777,350,234,6260955.74,511720.34
FL01056,NRTLAX296,NRT,LAX,2024-10-11,701,B777,350,318,18142977.89,569505.29
FL01057,CCUDAC142,CCU,DAC,2024-02-09,49,B737,162,128,1554617.51,143842.06
FL01058,ORDATL400,ORD,ATL,2024-07-11,155,B777,350,235,703448.67,365105.52
FL01059,DELBOM405,DEL,BOM,2024-07-08,114,A320,180,126,122365.68,162480.06
FL01060,NRTLAX296,NRT,LAX,2024-07-02,683,A380,555,452,29751003.04,904403.91
FL01061,BLRHYD297,BLR,HYD,2024-07-04,57,B737,162,64,87497.69,145683.29
FL01062,DELCCU927,DEL,CCU,2024-11-22,134,B777,350,324,2475434.32,356716.04
FL01063,DELCCU927,DEL,CCU,2024-10-16,140,B737,162,141,101679.7,154720.37
FL01064,DELMAA878,DEL,MAA,2024-10-18,173,A320,180,175,981781.2,170282.64
FL01065,BOMDEL453,BOM,DEL,2024-12-20,106,B777,350,350,3405720.14,355235.89
FL01066,SEASFO967,SEA,SFO,2024-11-28,109,B737,162,91,113462.44,153452.82
FL01067,BLRBOM564,BLR,BOM,2024-08-26,94,B737,162,117,84962.54,151412.45
FL01068,AMDDEL683,AMD,DEL,2024-09-29,107,B777,350,218,1322683.21,343904.67
FL01069,JFKDEL155,JFK,DEL,2024-04-25,572,B777,350,269,9619410.38,515201.29
FL01070,LAXJFK190,LAX,JFK,2024-11-16,343,B737,162,102,134052.63,179663.26
FL01071,JFKLHR189,JFK,LHR,2024-05-08,445,A380,555,480,32160727.72,750030.26
FL01072,DXBDEL706,DXB,DEL,2024-02-07,203,B737,162,115,2008156.98,165109.36
FL01073,BLRBOM564,BLR,BOM,2024-02-01,118,A320,180,115,66424.12,162377.87
FL01074,DELHYD177,DEL,HYD,2024-08-14,114,A320,180,76,86020.86,163836.03
FL01075,LHRBOM617,LHR,BOM,2024-07-14,585,B777,350,263,10615975.14,539785.97
FL01076,LAXNRT573,LAX,NRT,2024-08-20,686,A380,555,449,33567612.53,888015.85
FL01077,LHRJFK256,LHR,JFK,2024-01-14,454,A380,555,489,33011473.45,710002.12
FL01078,HKGSFO785,HKG,SFO,2024-04-09,702,B777,350,232,11017737.11,563763.97
FL01079,DXBLHR145,DXB,LHR,2024-04-05,445,A380,555,499,25503468.91,719720.26
FL01080,DELDXB146,DEL,DXB,2024-07-02,194,B777,350,293,14421326.58,646745.31
FL01081,BLRFRA643,BLR,FRA,2024-07-07,597,B777,350,252,11681849.69,518289.61
FL01082,DELDXB146,DEL,DXB,2024-10-13,191,B737,162,131,2027920.66,162846.78
FL01083,DELJFK372,DEL,JFK,2024-04-06,577,B777,350,302,6955883.55,530930.11
FL01084,MAASIN314,MAA,SIN,2024-06-20,300,B777,350,295,12373691.1,415194.9
FL01085,DELKTM414,DEL,KTM,2024-04-22,108,A320,180,152,3189990.87,163234.82
FL01086,HYDBLR645,HYD,BLR,2024-06-18,57,A320,180,149,730312.82,156490.43
FL01087,ATLORD193,ATL,ORD,2024-07-02,151,A320,180,54,69785.69,167049.03
FL01088,DELKTM414,DEL,KTM,2024-01-23,110,B737,162,134,1389439.68,151472.83
FL01089,DXBLHR145,DXB,LHR,2024-10-10,435,B777,350,253,10228611.63,467469.4
FL01090,BOMDEL453,BOM,DEL,2024-03-11,115,B737,162,123,91473.27,153990.21
FL01091,BOSMIA977,BOS,MIA,2024-07-09,185,A320,180,154,833426.05,177243.98
FL01092,CCUDAC142,CCU,DAC,2024-03-01,58,B737,162,77,949830.25,143627.35
FL01093,SFOHKG814,SFO,HKG,2024-11-02,705,B777,350,295,17292123.28,586115.23
FL01094,DELCCU927,DEL,CCU,2024-05-30,121,B737,162,131,473255.04,155373.0
FL01095,MAASIN314,MAA,SIN,2024-10-26,296,B777,350,255,9625079.13,415537.66
FL01096,FRABLR286,FRA,BLR,2024-09-17,606,B777,350,325,17559970.76,529041.64
FL01097,BOSMIA977,BOS,MIA,2024-12-30,180,A320,180,180,144254.79,174551.48
FL01098,SINDEL765,SIN,DEL,2024-10-25,447,B777,350,255,15505907.18,476714.95
FL01099,DENDFW439,DEN,DFW,2024-08-05,129,A320,180,133,706331.39,164593.1
FL01100,MAADEL655,MAA,DEL,2024-02-13,168,A320,180,123,107859.06,169199.17
FL01101,FRABLR286,FRA,BLR,2024-08-18,602,B777,350,240,11981870.04,526361.63
FL01102,BOMDEL453,BOM,DEL,2024-04-29,122,A320,180,116,673842.24,163314.16
FL01103,DELDXB146,DEL,DXB,2024-02-10,186,B737,162,130,802095.91,162159.86
FL01104,BOMLHR621,BOM,LHR,2024-04-10,568,B777,350,248,13359935.18,535523.75
FL01105,DELCCU927,DEL,CCU,2024-03-11,117,B737,162,122,110684.81,155740.36
FL01106,SYDSIN316,SYD,SIN,2024-06-26,512,B777,350,293,14408575.9,501266.85
FL01107,DELBOM405,DEL,BOM,2024-09-19,129,A320,180,172,982422.47,163110.93
FL01108,LHRDXB596,LHR,DXB,2024-04-29,446,B777,350,313,16966407.6,483078.65
FL01109,LAXJFK190,LAX,JFK,2024-06-09,332,B777,350,296,2997507.81,430619.69
FL01110,MIABOS172,MIA,BOS,2024-01-16,172,B737,162,160,666898.75,164706.96
FL01111,PHXLAS165,PHX,LAS,2024-06-30,77,B737,162,137,735133.03,144926.9
FL01112,SFOHKG814,SFO,HKG,2024-06-15,697,B777,350,315,11995706.24,551907.92
FL01113,DELSIN670,DEL,SIN,2024-11-04,452,A380,555,456,12062571.82,727940.3
FL01114,DELMAA878,DEL,MAA,2024-04-06,161,B737,162,119,663316.01,160145.64
FL01115,MAADEL655,MAA,DEL,2024-12-11,157,A320,180,136,854411.78,171278.29
FL01116,DELCCU927,DEL,CCU,2024-07-16,118,A320,180,114,161864.69,264052.77
FL01117,ATLORD193,ATL,ORD,2024-03-28,137,B737,162,129,73950.63,158528.29
FL01118,BOMLHR621,BOM,LHR,2024-02-05,569,B777,350,279,9325912.29,540046.16
FL01119,SEASFO967,SEA,SFO,2024-12-06,117,B737,162,162,1072440.4,152374.65
FL01120,HKGSFO785,HKG,SFO,2024-05-21,706,A380,555,555,40374521.07,913103.98
FL01121,JFKDEL155,JFK,DEL,2024-06-17,590,B777,350,350,17777576.4,529867.54
FL01122,MAADEL655,MAA,DEL,2024-08-21,177,A320,180,148,131086.2,170825.16
FL01123,MAASIN314,MAA,SIN,2024-05-07,296,A320,180,166,3317189.65,190172.75
FL01124,CCUBOM220,CCU,BOM,2024-02-18,151,B737,162,131,82750.24,159811.06
FL01125,CCUDAC142,CCU,DAC,2024-05-29,61,B737,162,115,2550326.66,144229.19
FL01126,SFOSEA804,SFO,SEA,2024-10-10,125,B777,350,148,1308882.43,350939.63
FL01127,JFKLAX182,JFK,LAX,2024-03-25,340,B777,350,237,1448647.79,422167.47
FL01128,NRTLAX296,NRT,LAX,2024-07-14,684,A380,555,380,19265455.01,837647.23
FL01129,BLRBOM564,BLR,BOM,2024-03-10,110,B737,162,121,80193.78,149863.83
FL01130,LAXNRT573,LAX,NRT,2024-08-12,676,B777,350,167,8487769.92,549694.75
FL01131,BLRFRA643,BLR,FRA,2024-05-30,590,B777,350,195,8214972.71,542951.9
FL01132,NRTLAX296,NRT,LAX,2024-08-13,682,B777,350,219,6835430.13,576884.88
FL01133,MIABOS172,MIA,BOS,2024-11-21,184,B737,162,137,678883.54,164479.51
FL01134,SFOHKG814,SFO,HKG,2024-01-27,694,B777,350,268,14131000.88,555340.09
FL01135,ATLORD193,ATL,ORD,2024-04-12,139,B777,350,146,1373133.01,361105.89
FL01136,NRTLAX296,NRT,LAX,2024-04-22,699,A380,555,363,29522796.62,891903.42
FL01137,BOMCCU689,BOM,CCU,2024-09-19,149,A320,180,70,89470.09,168645.67
FL01138,KTMDEL629,KTM,DEL,2024-08-07,114,B737,162,52,766915.27,151352.18
FL01139,LHRJFK256,LHR,JFK,2024-07-18,454,B777,350,220,10199963.26,469110.76
FL01140,ATLORD193,ATL,ORD,2024-04-21,155,A320,180,160,755816.84,170216.18
FL01141,BOMLHR621,BOM,LHR,2024-10-18,582,A380,555,555,42042393.07,841555.32
FL01142,DFWDEN334,DFW,DEN,2024-12-21,133,B737,162,68,120804.55,154316.3
FL01143,LASPHX403,LAS,PHX,2024-01-10,60,A320,180,178,941421.23,155658.5
FL01144,DELDXB146,DEL,DXB,2024-01-07,208,B737,162,162,4256805.99,163424.31
FL01145,SEASFO967,SEA,SFO,2024-11-13,113,B737,162,55,62048.21,151355.03
FL01146,CCUDEL674,CCU,DEL,2024-05-01,127,B737,162,148,900871.51,155195.7
FL01147,DELHYD177,DEL,HYD,2024-11-25,122,A320,180,114,628459.81,164869.15
FL01148,SINSYD262,SIN,SYD,2024-06-18,499,B777,350,266,10302445.27,514373.25
FL01149,JFKDEL155,JFK,DEL,2024-04-23,567,A380,555,418,25620826.23,807619.42
FL01150,DELMAA878,DEL,MAA,2024-02-05,156,B737,162,88,126623.82,161420.3
FL01151,MAADEL655,MAA,DEL,2024-10-08,175,A320,180,179,754250.37,169371.18
FL01152,BOSMIA977,BOS,MIA,2024-04-11,186,A320,180,123,497807.75,173430.16
FL01153,JFKLHR189,JFK,LHR,2024-09-03,449,B777,350,200,8900520.16,465333.25
FL01154,SEASFO967,SEA,SFO,2024-08-09,113,B737,162,132,611792.4,150873.1
FL01155,SEASFO967,SEA,SFO,2024-06-02,115,B737,162,120,657512.27,151501.25
FL01156,GOIBOM673,GOI,BOM,2024-07-11,59,A320,180,128,70544.7,155709.26
FL01157,HYDDEL202,HYD,DEL,2024-01-03,126,B777,350,185,1841812.03,460619.7
FL01158,DENDFW439,DEN,DFW,2024-07-10,113,B777,350,229,1936843.85,351740.84
FL01159,DELKTM414,DEL,KTM,2024-10-16,126,A320,180,168,4204784.4,164119.77
FL01160,DXBLHR145,DXB,LHR,2024-12-29,445,B777,350,350,22072804.37,480652.71
FL01161,LHRDXB596,LHR,DXB,2024-09-01,454,B777,350,185,9395358.8,481517.3
FL01162,LAXNRT573,LAX,NRT,2024-05-13,694,A380,555,555,33270618.87,855807.31
FL01163,LAXNRT573,LAX,NRT,2024-01-07,698,A380,555,217,19921321.11,867669.12
FL01164,SINDEL765,SIN,DEL,2024-02-11,448,A380,555,324,17968431.56,752801.32
FL01165,SFOHKG814,SFO,HKG,2024-09-29,710,B777,350,264,11105273.36,566846.05
FL01166,SINMAA969,SIN,MAA,2024-11-21,281,A320,180,162,3611573.35,256973.28
FL01167,KTMDEL629,KTM,DEL,2024-12-23,104,B737,162,162,2475753.98,150894.2
FL01168,SYDSIN316,SYD,SIN,2024-09-25,497,A380,555,400,26222813.64,746152.15
FL01169,HKGSFO785,HKG,SFO,2024-09-06,692,B777,350,333,15290641.11,588927.05
FL01170,DELCCU927,DEL,CCU,2024-04-03,131,A320,180,124,747590.7,167031.38
FL01171,JFKLHR189,JFK,LHR,2024-02-25,443,A380,555,320,16369476.21,1128317.52
FL01172,DELMAA878,DEL,MAA,2024-10-26,160,A320,180,149,849279.55,169052.17
FL01173,SINSYD262,SIN,SYD,2024-12-06,492,A380,555,555,34982870.24,767728.01
FL01174,DFWDEN334,DFW,DEN,2024-05-16,123,B737,162,140,615894.59,153542.83
FL01175,NRTLAX296,NRT,LAX,2024-06-10,677,A380,555,555,45597056.43,1262925.94
FL01176,ORDATL400,ORD,ATL,2024-02-21,137,B737,162,75,133583.11,157966.03
FL01177,BOMDEL453,BOM,DEL,2024-09-28,125,B737,162,140,63607.3,152410.34
FL01178,NRTLAX296,NRT,LAX,2024-08-31,686,A380,555,425,18693553.49,889648.1
FL01179,BOMDEL453,BOM,DEL,2024-01-24,121,B737,162,162,944469.49,152034.99
FL01180,DENDFW439,DEN,DFW,2024-02-11,133,B737,162,131,614933.0,153682.64
FL01181,MAASIN314,MAA,SIN,2024-02-21,291,B777,350,215,7130370.97,408678.37
FL01182,CCUDAC142,CCU,DAC,2024-09-15,63,A320,180,79,1140805.09,154549.1
FL01183,SINMAA969,SIN,MAA,2024-08-16,280,B777,350,248,10791281.08,410776.85
FL01184,SINSYD262,SIN,SYD,2024-12-24,502,A380,555,281,25851384.41,745143.87
FL01185,DACCCU362,DAC,CCU,2024-05-23,49,A320,180,141,1594941.03,154609.3
FL01186,LAXNRT573,LAX,NRT,2024-09-30,683,B777,350,277,15298597.13,558437.98
FL01187,KTMDEL629,KTM,DEL,2024-11-03,125,B737,162,64,1410157.1,152867.78
FL01188,DFWDEN334,DFW,DEN,2024-10-14,121,B737,162,131,514173.72,153032.44
FL01189,MAADEL655,MAA,DEL,2024-06-23,163,A320,180,180,1066322.65,169547.48
FL01190,DELHYD177,DEL,HYD,2024-07-13,125,B737,162,90,76268.25,153995.2
FL01191,SEASFO967,SEA,SFO,2024-07-05,119,A320,180,153,511697.32,163719.64
FL01192,BLRHYD297,BLR,HYD,2024-01-05,64,A320,180,169,763682.36,156644.61
FL01193,PHXLAS165,PHX,LAS,2024-03-16,75,B737,162,92,172098.91,206660.68
FL01194,DELBLR942,DEL,BLR,2024-06-07,168,B737,162,153,646120.6,160795.37
FL01195,LASPHX403,LAS,PHX,2024-04-20,63,B737,162,140,573902.8,145560.29
FL01196,HYDDEL202,HYD,DEL,2024-04-17,137,B737,162,153,568728.66,154600.57
FL01197,CCUBOM220,CCU,BOM,2024-07-19,143,B737,162,132,647363.59,156970.66
FL01198,LHRBOM617,LHR,BOM,2024-08-04,576,B777,350,304,14831386.23,518784.43
FL01199,DXBLHR145,DXB,LHR,2024-12-22,442,B777,350,350,20389433.76,461897.19
FL01200,SINSYD262,SIN,SYD,2024-01-28,496,A380,555,555,44351449.16,745359.62
FL01201,MIABOS172,MIA,BOS,2024-05-29,192,B737,162,124,706140.52,241000.36
FL01202,DELBOM405,DEL,BOM,2024-10-21,119,A320,180,98,585785.32,163563.22
FL01203,NRTLAX296,NRT,LAX,2024-01-29,692,A380,555,381,25491497.95,838920.4
FL01204,LHRJFK256,LHR,JFK,2024-08-10,442,B777,350,264,10610702.28,460768.05
FL01205,DENDFW439,DEN,DFW,2024-12-18,137,A320,180,147,950273.97,165906.13
FL01206,LAXNRT573,LAX,NRT,2024-08-25,687,A380,555,423,22645340.11,890958.06
FL01207,DELBOM405,DEL,BOM,2024-02-12,124,A320,180,73,91677.36,163102.9
FL01208,DELSIN670,DEL,SIN,2024-09-02,455,A380,555,489,38987678.98,716840.0
FL01209,LHRJFK256,LHR,JFK,2024-06-01,460,A380,555,400,22539630.85,754218.46
FL01210,BOMLHR621,BOM,LHR,2024-12-24,575,B777,350,191,11055061.66,537462.53
FL01211,DELMAA878,DEL,MAA,2024-10-26,158,B737,162,154,774912.59,160633.34
FL01212,LAXNRT573,LAX,NRT,2024-04-02,686,A380,555,479,23450707.7,873116.55
FL01213,BLRBOM564,BLR,BOM,2024-10-21,94,A320,180,128,657718.62,162786.87
FL01214,MAADEL655,MAA,DEL,2024-09-16,173,B777,350,335,2000195.7,374945.36
FL01215,DELBOM405,DEL,BOM,2024-01-24,120,A320,180,173,1139426.08,164421.2
FL01216,DELHYD177,DEL,HYD,2024-12-21,129,B737,162,162,1100678.97,154208.67
FL01217,CCUDEL674,CCU,DEL,2024-12-05,123,B737,162,137,595776.66,153812.89
FL01218,DELHYD177,DEL,HYD,2024-04-20,130,B737,162,116,578531.8,153651.6
FL01219,DELAMD347,DEL,AMD,2024-11-28,102,A320,180,137,493170.68,160668.06
FL01220,SFOHKG814,SFO,HKG,2024-04-14,693,B777,350,177,10730571.95,756318.35
FL01221,HKGSFO785,HKG,SFO,2024-12-02,697,B777,350,336,7922427.38,589321.63
FL01222,DELJFK372,DEL,JFK,2024-01-14,588,B777,350,297,14627861.1,527859.15
FL01223,LHRBOM617,LHR,BOM,2024-06-17,585,B777,350,288,13544773.99,513559.32
FL01224,BLRHYD297,BLR,HYD,2024-02-20,60,A320,180,147,549443.55,155538.6
FL01225,CCUBOM220,CCU,BOM,2024-06-05,161,B737,162,161,600503.99,157728.16
FL01226,SINMAA969,SIN,MAA,2024-05-18,287,B737,162,162,1260604.91,181447.89
FL01227,CCUBOM220,CCU,BOM,2024-12-13,158,A320,180,174,1039921.27,171520.99
FL01228,SINDEL765,SIN,DEL,2024-01-05,458,B777,350,350,21631763.68,466041.55
FL01229,LHRDXB596,LHR,DXB,2024-11-23,454,B777,350,304,12304708.24,479222.86
FL01230,BOSMIA977,BOS,MIA,2024-06-30,194,A320,180,158,716007.69,174192.62
FL01231,CCUDAC142,CCU,DAC,2024-04-27,56,B737,162,149,3339691.57,234764.5
FL01232,MAASIN314,MAA,SIN,2024-02-10,277,A320,180,56,690735.17,191884.04
FL01233,LHRDXB596,LHR,DXB,2024-09-09,455,B777,350,218,8716562.49,481537.88
FL01234,DELHYD177,DEL,HYD,2024-09-20,113,A320,180,154,741125.81,163911.48
FL01235,FRABLR286,FRA,BLR,2024-01-04,613,B777,350,350,22676234.58,660686.0
FL01236,LAXNRT573,LAX,NRT,2024-09-27,700,A380,555,352,23319095.26,848974.11
FL01237,DXBDEL706,DXB,DEL,2024-03-30,198,B777,350,159,6435772.87,388348.06
FL01238,PHXLAS165,PHX,LAS,2024-07-10,77,A320,180,120,562514.82,155887.08
FL01239,MAASIN314,MAA,SIN,2024-06-02,287,A320,180,141,2097592.64,192385.44
FL01240,CCUDEL674,CCU,DEL,2024-11-25,132,B777,350,326,2992269.38,359907.09
FL01241,BLRDEL424,BLR,DEL,2024-11-11,173,A320,180,130,87277.57,170398.48
FL01242,CCUBOM220,CCU,BOM,2024-01-05,147,A320,180,95,111607.25,170060.37
FL01243,SFOSEA804,SFO,SEA,2024-09-06,112,A320,180,93,77056.78,163162.61
FL01244,GOIBOM673,GOI,BOM,2024-04-03,67,A320,180,129,779972.31,155639.66
FL01245,BOMCCU689,BOM,CCU,2024-08-10,152,A320,180,89,133639.5,168302.06
FL01246,DELBLR942,DEL,BLR,2024-08-03,165,A320,180,152,520913.03,169706.09
FL01247,LAXNRT573,LAX,NRT,2024-03-01,686,A380,555,383,26025438.22,896253.05
FL01248,SINSYD262,SIN,SYD,2024-07-23,495,A380,555,471,22836629.67,759402.48
FL01249,BOMBLR153,BOM,BLR,2024-03-05,114,B737,162,109,471015.0,150262.9
FL01250,DXBBOM181,DXB,BOM,2024-11-01,186,A320,180,139,2311047.3,172957.42
FL01251,SEASFO967,SEA,SFO,2024-03-19,109,A320,180,105,85226.95,162136.29
FL01252,SFOHKG814,SFO,HKG,2024-08-07,703,B777,350,273,7183960.63,582719.57
FL01253,FRABLR286,FRA,BLR,2024-10-29,598,B777,350,247,9596585.95,530306.47
FL01254,DELCCU927,DEL,CCU,2024-08-06,133,B777,350,112,895131.26,355805.86
FL01255,GOIBOM673,GOI,BOM,2024-04-28,54,B737,162,125,83825.06,144920.08
FL01256,GOIBOM673,GOI,BOM,2024-07-05,54,A320,180,120,486410.44,155239.97
FL01257,CCUBOM220,CCU,BOM,2024-01-27,162,A320,180,158,92703.93,169040.37
FL01258,BOMBLR153,BOM,BLR,2024-05-09,93,A320,180,148,683233.03,160834.67
FL01259,NRTLAX296,NRT,LAX,2024-03-07,692,B777,350,262,9689096.65,582477.77
FL01260,BLRFRA643,BLR,FRA,2024-11-28,610,B777,350,289,10434414.85,516499.61
FL01261,LHRDXB596,LHR,DXB,2024-01-22,454,A380,555,555,49463720.91,713119.11
FL01262,MIABOS172,MIA,BOS,2024-02-08,196,B777,350,249,1379153.93,377029.52
FL01263,DELCCU927,DEL,CCU,2024-03-19,141,B737,162,49,86224.7,153664.45
FL01264,MAASIN314,MAA,SIN,2024-10-13,288,B777,350,343,16516126.03,420703.67
FL01265,DELMAA878,DEL,MAA,2024-09-25,174,A320,180,143,491070.9,171791.91
FL01266,DELHYD177,DEL,HYD,2024-10-16,128,A320,180,108,66877.63,166187.96
FL01267,NRTLAX296,NRT,LAX,2024-09-19,700,B777,350,237,12802657.14,561205.71
FL01268,DFWDEN334,DFW,DEN,2024-05-19,112,A320,180,123,665557.55,165305.61
FL01269,CCUDAC142,CCU,DAC,2024-09-19,53,B737,162,141,2552910.28,143721.99
FL01270,BOMGOI330,BOM,GOI,2024-10-09,73,B737,162,62,95972.37,144772.82
FL01271,HYDDEL202,HYD,DEL,2024-05-22,120,B777,350,275,2592609.38,356446.58
FL01272,BOMDXB422,BOM,DXB,2024-02-29,164,A320,180,61,1038852.24,172371.46
FL01273,HKGSFO785,HKG,SFO,2024-05-15,688,A380,555,466,37213631.93,869053.6
FL01274,JFKLHR189,JFK,LHR,2024-07-01,452,A380,555,478,23937478.5,757658.63
FL01275,LAXNRT573,LAX,NRT,2024-10-25,696,A380,555,297,19848397.45,891012.57
FL01276,JFKLHR189,JFK,LHR,2024-04-15,460,A380,555,387,15187720.0,736271.93
FL01277,MAASIN314,MAA,SIN,2024-03-20,290,B777,350,260,10047852.56,408786.71
FL01278,MAADEL655,MAA,DEL,2024-08-23,175,A320,180,149,520968.01,171287.14
FL01279,CCUBOM220,CCU,BOM,2024-01-11,149,B737,162,162,1012843.05,159079.66
FL01280,DELMAA878,DEL,MAA,2024-08-06,168,A320,180,152,820121.58,169473.73
FL01281,DELHYD177,DEL,HYD,2024-01-07,137,B737,162,146,561026.16,154875.35
FL01282,DXBBOM181,DXB,BOM,2024-01-23,181,B737,162,100,1857611.53,163125.68
FL01283,DELBOM405,DEL,BOM,2024-01-05,128,B737,162,128,768775.9,152326.74
FL01284,MAADEL655,MAA,DEL,2024-09-02,167,A320,180,168,936894.89,283691.41
FL01285,HYDDEL202,HYD,DEL,2024-10-05,116,A320,180,159,618934.38,166222.25
FL01286,BOMLHR621,BOM,LHR,2024-09-18,567,B777,350,268,9053758.6,511388.72
FL01287,SEASFO967,SEA,SFO,2024-06-29,123,A320,180,138,872587.88,162914.59
FL01288,BOMDXB422,BOM,DXB,2024-09-08,173,B777,350,230,8394282.14,379067.26
FL01289,DELMAA878,DEL,MAA,2024-03-01,156,B737,162,130,90800.28,157608.62
FL01290,CCUBOM220,CCU,BOM,2024-06-20,152,A320,180,170,706971.1,170726.64
FL01291,FRABLR286,FRA,BLR,2024-06-27,598,A380,555,436,11691127.38,815572.02
FL01292,JFKDEL155,JFK,DEL,2024-02-09,571,A380,555,435,32129029.66,831860.45
FL01293,JFKLAX182,JFK,LAX,2024-08-16,336,A320,180,145,609013.02,193724.21
FL01294,SEASFO967,SEA,SFO,2024-05-22,112,B777,350,150,954632.27,352711.32
FL01295,JFKLAX182,JFK,LAX,2024-09-03,343,B777,350,268,2300165.39,428553.26
FL01296,LHRJFK256,LHR,JFK,2024-07-15,442,A380,555,397,24856308.83,733574.09
FL01297,DFWDEN334,DFW,DEN,2024-08-03,114,A320,180,144,115908.07,164087.25
FL01298,HYDBLR645,HYD,BLR,2024-04-14,60,A320,180,113,551735.05,156664.05
FL01299,BLRDEL424,BLR,DEL,2024-07-03,154,B777,350,291,2275870.12,507270.33
FL01300,DXBBOM181,DXB,BOM,2024-08-03,184,B737,162,133,1594383.63,159443.61
